id, group_regex, regex, status, description, ordinal
159	^alt\\.binaries\\.classic\\.tv\\.shows$	/^"(?P<match0>.+?)([-_](proof|sample|thumbs?))*(\\.part\\d*(\\.rar)?|\\.rar|\\.7z)?(\\d{1,3}\\.rev"|\\.vol\\d+\\+\\d+\\.par2"|\\.[A-Za-z0-9]{2,4}"|")(yEnc)?( )?$/i	1	//"Batman - S2E58-Ice Spy.par2"yEnc ::: //"Black Sheep Squadron 1x03 Best Three Out of Five.par2"	55
160	^alt\\.binaries\\.classic\\.tv\\.shows$	/^"(?P<match0>.+?)([-_](proof|sample|thumbs?))*(\\.part\\d*(\\.rar)?|\\.rar|\\.7z)?(\\d{1,3}\\.rev"|\\.vol\\d+\\+\\d+\\.par2"|\\.[A-Za-z0-9]{2,4}"|") \\(Not My Rip\\).+ \\d+ (?P<match1>- \\d+) .+ yEnc$/i	1	//"Guns of Will Sonnett - 1x04.mp4" (Not My Rip)Guns Of Will Sonnett Season 1 1 - 26 Mp4 With Pars yEnc	60
161	^alt\\.binaries\\.classic\\.tv\\.shows$	/^\\(\\d+\\/(?P<match0>\\d+\\) ".+?)([-_](proof|sample|thumbs?))*(\\.part\\d*(\\.rar)?|\\.rar|\\.7z)?(\\d{1,3}\\.rev"|\\.vol\\d+\\+\\d+\\.par2"|\\.[A-Za-z0-9]{2,4}"|") - \\d+[.,]\\d+ [kKmMgG][bB] - yEnc$/i	1	//(01/10) "Watch_With_Mother-Bill_And_Ben-1953_02_12-Scarecrow-VHSRip-XviD.avi" - 162.20 MB - yEnc	65
162	^alt\\.binaries\\.classic\\.tv\\.shows$	/^\\(.+\\)  "(?P<match0>.+?)([-_](proof|sample|thumbs?))*(\\.part\\d*(\\.rar)?|\\.rar|\\.7z)?(\\d{1,3}\\.rev"|\\.vol\\d+\\+\\d+\\.par2"|\\.[A-Za-z0-9]{2,4}"|") \\[\\d+\\/(?P<match1>\\d+\\]) (Last One I Have! )?yEnc$/i	1	//(Our Gang - Little Rascals  DVDRips)  "Our Gang -  The Lucky Corner (1936).part0.sfv" [01/19] yEnc ::: //(Our Gang - Little Rascals  DVDRips)  "Our Gang -  Wild Poses (1933).part.par" [02/20] Last One I Have! yEnc	70
163	^alt\\.binaries\\.classic\\.tv\\.shows$	/^.+ Usenet Past .+\\[\\d+\\/(?P<match0>\\d+\\]) - "(?P<match1>.+?)([-_](proof|sample|thumbs?))*(\\.part\\d*(\\.rar)?|\\.rar|\\.7z)?(\\d{1,3}\\.rev"|\\.vol\\d+\\+\\d+\\.par2"|\\.[A-Za-z0-9]{2,4}"|")[-_\\s]{0,3}yEnc$/ui	1	//[EnJoY] =>A Blast from Usenet Past (1/3)<= [00/14] - "Mcdonalds Training Film - 1972 (Vhs-Mpg).part.nzb" yEnc	75
164	^alt\\.binaries\\.classic\\.tv\\.shows$	/^<OPA_TV> \\[\\d+\\/(?P<match0>\\d+\\]) - "(?P<match1>.+?)([-_](proof|sample|thumbs?))*(\\.part\\d*(\\.rar)?|\\.rar|\\.7z)?(\\d{1,3}\\.rev"|\\.vol\\d+\\+\\d+\\.par2"|\\.[A-Za-z0-9]{2,4}"|")[-_\\s]{0,3}yEnc$/ui	1	//<OPA_TV> [01/12] - "Yancy Derringer - 03 - Geheime Fracht.par2" yEnc	80
165	^alt\\.binaries\\.classic\\.tv\\.shows$	/^.+ [\\[\\(]\\d+( of |\\/)(?P<match0>\\d+[\\]\\)])[-_ ]{0,3}"(?P<match1>.+?)([-_](proof|sample|thumbs?))*(\\.part\\d*(\\.rar)?|\\.rar|\\.7z)?(\\d{1,3}\\.rev"|\\.vol\\d+\\+\\d+\\.par2"|\\.[A-Za-z0-9]{2,4}"|")[-_\\s]{0,3}yEnc$/ui	1	//77 Sunset Strip 409 [1 of 23] "77 Sunset Strip 409 The Missing Daddy Caper.avi.vol63+34.par2" yEnc ::: //Barney.Miller.NZBs [001/170] - "Barney.Miller.S01E01.Ramon.nzb" yEnc	85
166	^alt\\.binaries\\.classic\\.tv\\.shows$	/^.+[-_ ]{0,3}"(?P<match0>.+?)([-_](proof|sample|thumbs?))*(\\.part\\d*(\\.rar)?|\\.rar|\\.7z)?(\\d{1,3}\\.rev"|\\.vol\\d+\\+\\d+\\.par2"|\\.[A-Za-z0-9]{2,4}"|") [\\[\\(]\\d+\\/(?P<match1>\\d+[\\]\\)]) yEnc$/i	1	//All in the Family - missing eps - DVDRips  "All in the Family - 6x23 Gloria & Mike's House Guests.part5.rar" [08/16] yEnc ::: //Amos 'n' Andy - more shows---read info.txt  "Amos 'n' Andy S01E00 Introduction of the Cast.mkv.001" (002/773) yEnc	90
167	^alt\\.binaries\\.classic\\.tv\\.shows$	/^(?P<match0>.+\\d+x\\d+.+?)([-_](proof|sample|thumbs?))*(\\.part\\d*(\\.rar)?|\\.rar)?(\\d{1,3}\\.rev|\\.vol\\d+\\+\\d+\\.par2|\\.[A-Za-z0-9]{2,4})( yEnc)?( (Series|Season) Finale)?$/	1	//Andy Griffith Show,The   1x05....Irresistible Andy - (DVD).part04.rar	95
168	^alt\\.binaries\\.comp$	/^(?P<match0>[\\w.]+\\s+\\[)\\d+\\/\\d+\\] -\\d+\\s+".+?" yEnc$/i	1	//Sims3blokjesremover [0/0] -3162   "Sims3blokjesremover.nzb" yEnc ::: //xSIMS_The_Sims_3_Censor_Remover_v2.91	5
169	^alt\\.binaries\\.comp$	/^(?P<match0>[a-zA-Z0-9].+?\\s+\\()\\d+\\/\\d+\\) ".+?" - \\d+[,.]\\d+ [mMkKgG][bB] - yEnc$/	1	//Photo Mechanic 5.0 build 13915  (1/6) "Photo Mechanic 5.0 build 13915  (1).par2" - 32,97 MB - yEnc	10
170	^alt\\.binaries\\.comp$	/^\\(\\d+(?P<match0>\\/\\d+\\) .+? post .+? ").+?" yEnc$/	1	//(45/74) NikJosuf post Magento tutorials "43 - Theming Magento 19 - Adding a Responsive Slideshow.mp4" yEnc	15
171	^alt\\.binaries\\.cores$	/^Film - \\[\\d+\\/(?P<match0>\\d+\\] - )?"(?P<match1>.+?)([-_](proof|sample|thumbs?))*(\\.part\\d*(\\.rar)?|\\.rar|\\.7z)?(\\d{1,3}\\.rev"|\\.vol\\d+\\+\\d+\\.par2"|\\.[A-Za-z0-9]{2,4}"|")[-_\\s]{0,3}yEnc$/ui	1	//Film - [13/59] - "Jerry Maguire (1996) 1080p DTS multisub HUN HighCode-PHD.part13.rar" yEnc ::: //Film - "Phone.booth.2003.RERIP.Bluray.1080p.DTS-HD.x264-Grym.part001.rar" yEnc	5
172	^alt\\.binaries\\.cores$	/^\\[Art-Of-Use\\.Net\\] :: \\[.+?\\] :: - \\[\\d+\\/(?P<match0>\\d+\\][-_ ]{0,3}"(.+?))([-_](proof|sample|thumbs?))*(\\.part\\d*(\\.rar)?|\\.rar|\\.7z)?(\\d{1,3}\\.rev"|\\.vol\\d+\\+\\d+\\.par2"|\\.[A-Za-z0-9]{2,4}"|")[-_\\s]{0,3}yEnc$/ui	1	//[Art-Of-Use.Net] :: [AUTO] :: - [34/36] - "ImmoralLive.13.11.10.Immoral.Orgies.Rikki.Six.Carmen.Callaway.And.Amanda.Tate.XXX.1080p.MP4-KTR.vol15+16.par2" yEnc	10
173	^alt\\.binaries\\.cores$	/^brothers-of-usenet\\.info\\.net.+SSL-News\\.info-----(?P<match0>.+) - "(.+?)([-_](proof|sample|thumbs?))*(\\.part\\d*(\\.rar)?|\\.rar|\\.7z)?(\\d{1,3}\\.rev"|\\.vol\\d+\\+\\d+\\.par2"|\\.[A-Za-z0-9]{2,4}"|")[-_\\s]{0,3}\\d+([.,]\\d+)? [kKmMgG][bB][-_\\s]{0,3}[-_\\s]{0,3}yEnc$/ui	1	//brothers-of-usenet.info.net Partner von---- SSL-News.info-----  brothers-of-usenet.info.net Partner von---- SSL-News.info-----AVG.Internet.Security.2014.Build.4335.x86.x64 - "AVG.Internet.Security.2014.Build.4335.vol00+01.PAR2" - 315,68 MB - yEnc	15
174	^alt\\.binaries\\.cores$	/^>+GOU<+ (?P<match0>.+?) >+www\\..+?<+ - \\(\\d+\\/\\d+\\) - ".+?" yEnc$/	1	//>GOU<< ZDF.History.Das.Geiseldrama.von.Gladbeck.GERMAN.DOKU.720p.HDTV.x264-TVP >>www.SSL-News.info< - (02/35) - "tvp-gladbeck-720p.nfo" yEnc	20
175	^alt\\.binaries\\.cores$	/^<<<usenet-space-cowboys\\.info.+secretusenet\\.com>>> \\[\\d+\\/(?P<match0>\\d+\\] - ".+?)([-_](proof|sample|thumbs?))*(\\.part\\d*(\\.rar)?|\\.rar|\\.7z)?(\\d{1,3}\\.rev"|\\.vol\\d+\\+\\d+\\.par2"|\\.[A-Za-z0-9]{2,4}"|")[-_\\s]{0,3}\\d+([.,]\\d+)? [kKmMgG][bB][-_\\s]{0,3}[-_\\s]{0,3}yEnc$/ui	1	//<<<usenet-space-cowboys.info>>> USC <<<Powered by https://secretusenet.com>>> [22/26] - "Zombie.Tycoon.2.Brainhovs.Revenge-SKIDROW.vol00+1.par2" - 1,85 GB yEnc	25
176	^alt\\.binaries\\.cores$	/^[a-zA-Z0-9]+ post voor u op www\\..+? - \\[\\d+\\/\\d+\\] - "(?P<match0>.+?)([-_](proof|sample|thumbs?))*(\\.part\\d*(\\.rar)?|\\.rar|\\.7z)?(\\d{1,3}\\.rev"|\\.vol\\d+\\+\\d+\\.par2"|\\.[A-Za-z0-9]{2,4}"|")[-_\\s]{0,3}yEnc$/ui	1	//Jipejans post voor u op www.Dreamplace.biz - [010/568] - "Alien-Antology-DC-Special-Edition-1979-1997-1080p-GER-HUN-HighCode.part009.rar" yEnc ::: //Egbert47 post voor u op www.nzbworld.me - [01/21] - "100 Hits - Lady Sings The Blues 2006 (5cd's).par2" yEnc	30
177	^alt\\.binaries\\.cores$	/^>+ .+?\\.info [<>+]+ .+?\\.com <+ "(?P<match0>.+?)\\s+- .*?([-_](proof|sample|thumbs?))*(\\.part\\d*(\\.rar)?|\\.rar|\\.7z)?(\\d{1,3}\\.rev"|\\.vol\\d+\\+\\d+\\.par2"|\\.[A-Za-z0-9]{2,4}"|") - .+? yEnc$/i	1	//>>> usenet4ever.info <<<+>>> secretusenet.com <<< "Weltnaturerbe USA Grand Canyon Nationalpark 2012 3D Blu-ray untouched  - DarKneSS.part039.rar" - DarKneSS yEnc	35
178	^alt\\.binaries\\.cores$	/^Old\\s+Dad\\s+uppt?\\s*?(?P<match0>.+?)( mp4| )?\\[?\\d+\\/\\d+\\] - ".+?" yEnc$/	1	//Old Dad uppt   Der gro?e Gatsby   BD Rip AC3 Line XvidD German  01/57] - "Der gro?e Gatsby.par2" yEnc	40
179	^alt\\.binaries\\.cores$	/^[A-Za-z]+ - \\[\\d+\\/\\d+\\] - "\\d+-(?P<match0>.+?)([-_](proof|sample|thumbs?))*(\\.part\\d*(\\.rar)?|\\.rar|\\.7z)?(\\d{1,3}\\.rev"|\\.vol\\d+\\+\\d+\\.par2"|\\.[A-Za-z0-9]{2,4}"|")[-_\\s]{0,3}yEnc$/ui	1	//panter - [46/60] - "68645-Busty Beauties Car Wash XXX 3D BD26.part45.rar" yEnc ::: //Wildrose - [01/57] - "49567-Kleine Rode Tractor Buitenpret.par2" yEnc	45
180	^alt\\.binaries\\.cores$	/^\\[ TOWN \\][ _-]{0,3}\\[ www\\.town\\.ag \\][ _-]{0,3}\\[ partner of www\\.ssl-news\\.info \\][ _-]{0,3}\\[ .* \\] \\[\\d+\\/(?P<match0>\\d+\\][ _-]{0,3}("|#34;).+?)([-_](proof|sample|thumbs?))*(\\.part\\d*(\\.rar)?|\\.rar|\\.7z)?(\\d{1,3}\\.rev"|\\.vol\\d+\\+\\d+\\.par2"|\\.[A-Za-z0-9]{2,4}"|")[ _-]{0,3}\\d+[.,]\\d+ [kKmMgG][bB][ _-]{0,3}yEnc$/i	1	//[ TOWN ]-[ www.town.ag ]-[ partner of www.ssl-news.info ]-[ MOVIE ] [14/19] - "Night.Vision.2011.DVDRip.x264-IGUANA.part12.rar" - 660,80 MB yEnc	50
181	^alt\\.binaries\\.cores$	/^\\[ TOWN \\][ _-]{0,3}\\[ www\\.town\\.ag \\][ _-]{0,3}\\[ partner of www\\.ssl-news\\.info \\] \\[\\d+\\/(?P<match0>\\d+\\][ _-]{0,3}("|#34;).+?)([-_](proof|sample|thumbs?))*(\\.part\\d*(\\.rar)?|\\.rar|\\.7z)?(\\d{1,3}\\.rev"|\\.vol\\d+\\+\\d+\\.par2"|\\.[A-Za-z0-9]{2,4}"|")[ _-]{0,3}\\d+[.,]\\d+ [kKmMgG][bB][ _-]{0,3}yEnc$/i	1	//[ TOWN ]-[ www.town.ag ]-[ partner of www.ssl-news.info ] [01/28] - "Shadowrun_Returns_MULTi4-iNLAWS.par2" - 1,11 GB yEnc	55
182	^alt\\.binaries\\.cores$	/^<kere\\.ws>[ _-]{0,3}\\w+(-\\w+)?[ _-]{0,3}\\d+[ _-]{0,3}(?P<match0>.+) - \\[\\d+\\/\\d+\\][ _-]{0,3}("|#34;).+?("|#34;) yEnc$/i	1	//<kere.ws> - FLAC - 1330543524 - Keziah_Jones-Femiliarise-PROMO_CDS-FLAC-2003-oNePiEcE - [01/11] - "00-keziah_jones-femiliarise-promo_cds-flac-2003-1.jpg" yEnc	60
183	^alt\\.binaries\\.cores$	/.*[\\(\\[]\\d+\\/(?P<match0>\\d+[\\)\\]])[-_ ]{0,3}"(?P<match1>.+)(\\.part\\d*|\\.rar)?(\\.vol\\d+\\+\\d+\\.par2"|\\.[A-Za-z0-9]{2,4})[-_ ]{0,3}(\\d+[.,]\\d+ [kKmMgG][bB](ytes)?)? yEnc$/i	1	//[ TOWN ]-[ www.town.ag ]-[ partner of www.ssl-news.info ] [26/26] - "Legally.Brown.S01E06.HDTV.x264-BWB.vol7+4.par2" - 332,80 MB yEnc	65
184	^alt\\.binaries\\.cores$	/^Doobz (?P<match0>[a-zA-z-_]+) \\[\\d+\\/(?P<match1>\\d+\\]) - ".+([-_](proof|sample|thumbs?))*(\\.part\\d*(\\.rar)?|\\.rar|\\.7z)?(\\d{1,3}\\.rev"|\\.vol\\d+\\+\\d+\\.par2"|\\.[A-Za-z0-9]{2,4}"|")[-_\\s]{0,3}yEnc$/ui	1	//Doobz Europa_Universalis_IV_Conquest_of_Paradise-FLT [10/54] - "flt-eucp.001" yEnc	70
185	^alt\\.binaries\\.cores$	/^\\[\\d+\\/(?P<match0>\\d+\\] - ".+?)([-_](proof|sample|thumbs?))*(\\.part\\d*(\\.rar)?|\\.rar|\\.7z)?(\\d{1,3}\\.rev"|\\.vol\\d+\\+\\d+\\.par2"|\\.[A-Za-z0-9]{2,4}"|").+yEnc$/i	1	//[01/10] - "Wondershare.Video.Converter.Ultimate.v6.7.1.0.Multilanguage.par2" - 45,44 MB yEnc	75
186	^alt\\.binaries\\.pictures\\.erotica\\.anime$	/(?P<match0>.*)\\s+-\\s+\\d+\\s+of\\s+\\d+\\s+-\\s+yEnc\\s+".*"/i	1	// pictures.erotica.anime has really only header we care about in the form ::: // [ABPEA - Original] Arima Zin - Tennen Koiiro Alcohol [BB, Boy] - 005 of 229 - yEnc "Tennen_Koiiro_Alcohol-005.jpg" ::: // in this case we only need the title of the manga, not which image we are viewing or the post file name	5
187	^alt\\.binaries\\.console\\.ps3$	/^(?P<match0>\\[\\d+\\]-\\[ABGX\\.(?P<match1>net|NET)\\] - ").+?(" - \\d+[,.]\\d+ [kKmMgG][bB] - )yEnc$/	1	//[4062]-[ABGX.net] - "unlimited-skyrim.legendary.multi4.ps3.par2" - 17.10 GB - yEnc	5
188	^alt\\.binaries\\.console\\.ps3$	/^(?P<match0>\\[\\d+\\]-\\[abgx\\] - ").+?" yEnc$/	1	//[4017]-[abgx]- "duplex.nfo" yEnc	10
189	^alt\\.binaries\\.console\\.ps3$	/^(?P<match0>\\[\\d+\\] \\[\\d+\\/\\d+\\] - ").+?" yEnc$/	1	//[4197] [036/103] - "ant-mgstlcd2.r34" yEnc	15
190	^alt\\.binaries\\.console\\.ps3$	/(?P<match0>[A-Z0-9]\\w{10,}-?PS3-[a-zA-Z0-9]+ \\[)\\d+\\/\\d+\\] - ".+?" $/	1	//Musou_Orochi_Z_JPN_PS3-JPMORGAN [62/62] - "jpmorgan.nfo" yEnc	20
191	^alt\\.binaries\\.console\\.ps3$	/^"(?P<match0>.+)__www.realmom.info__.+" \\(\\d+\\/(?P<match1>\\d+\\)) \\d+[.,]\\d+ [kKmMgG][bB] yEnc$/	1	//"Armored_Core_V_PS3-ANTiDOTE__www.realmom.info__.r00" (03/78) 3,32 GB yEnc	25
192	^alt\\.binaries\\.console\\.ps3$	/^"(?P<match0>.+)__www.realmom.info__.+"  (?P<match1>\\d+[.,]\\d+ [kKmMgG][bB]) yEnc$/	1	//"Ace.Combat.Assault.Horizon.PS3-DUPLEX__www.realmom.info__.nfo"  7,14 GB yEnc	30
193	^alt\\.binaries\\.country\\.mp3$	/^(?P<match0>Attn: .+? - .+? - .+? - )(\\d+ - )?.+?\\.[A-Za-z0-9]{2,4} yEnc$/	1	//Attn: wulf109 - Jim Reeves - There's Someone Who Loves You - 01 - Anna Marie.mp3 yEnc ::: //Attn: wulf109 - Jim Reeves - There's Someone Who Loves You - Front.jpg yEnc	5
194	^alt\\.binaries\\.country\\.mp3$	/^(?P<match0>[A-Z0-9].{3,} -( (19|20)\\d\\d - )?[A-Z0-9].{3,}\\s+")[A-Z0-9].{3,} - \\d+ - [A-Z0-9].+?\\.[A-Za-z0-9]{2,4}" yEnc$/	1	//Jo Dee Messina - A Joyful Noise    "01 - Winter Wonderland.mp3" yEnc ::: //Karen Lynne - 2000 - Six Days in December   "Pat Drummond and Karen Lynne - 01 - The Rush.mp3" yEnc	10
195	^alt\\.binaries\\.country\\.mp3$	/^(?P<match0>(\\]?"[A-Z0-9].{3,} - )+?([A-Z0-9].{3,}? - )+?)(\\d\\d - )?[a-zA-Z0-9].+?\\.[A-Za-z0-9]{2,4}" yEnc$/	1	//"Heather Myles - Highways and Honky Tonks - 05 - True Love.mp3" yEnc ::: //"Reba McEntire - The Secret Of Giving - A Christmas Collection - 09 - This Christmas.mp3" yEnc ::: //]"Heather Myles - Highways and Honky Tonks - 05 - True Love.mp3" yEnc ::: //"Reba McEntire - Moments & Memories - The Best Of Reba - Australian-back.jpg" yEnc ::: //"Reba McEntire - The Secret Of Giving - A Christmas Collection - 01 - This Is My Prayer For You.mp3" yEnc ::: //"Reba McEntire - American Legends-Best Of The Early Years - 02 - You Really Better Love Me After This.Mp3" yEnc	15
196	^alt\\.binaries\\.country\\.mp3$	/^(?P<match0>"[A-Z0-9].{3,}? - )(([A-Z0-9][^-]{3,}?|\\s*\\d\\d) - )?[a-zA-Z0-9].{2,}?\\.[A-Za-z0-9]{2,4}?" yEnc$/	1	//"Reba McEntire - Duets.m3u" yEnc ::: //"Reba McEntire - Greatest Hits Volume Two - back.jpg" yEnc ::: //"Reba McEntire - American Legends-Best Of The Early Years.m3u" yEnc ::: //"Jason Allen - 00 - nfo.txt" yEnc ::: //"Sean Ofarrell-L	20
197	^alt\\.binaries\\.country\\.mp3$	/^(?P<match0>\\]"[\\w-]{10,}?)-[a-zA-Z0-9]+\\.[a-zA-Z0-9]{2,4}" yEnc$/	1	//]"Heather_Myles_-_Highways_And_Honky_Tonks-back.jpg" yEnc	25
198	^alt\\.binaries\\.country\\.mp3$	/^(?P<match0>[A-Z0-9].{3,}? - [A-Z0-9].{3,}? - )\\d\\d - [a-zA-Z0-9].{2,}?\\.[A-Za-z0-9]{2,4}?" yEnc$/	1	//Merv & Maria - Chasing Rainbows  Merv & Maria - 01 - Sowin' Love.mp3" yEnc	30
199	^alt\\.binaries\\.dc$	/^(?P<match0>[A-Z0-9].+? postet\\s+.+?\\s+\\[)\\d+\\/\\d+\\] - ".+?" yEnc$/	1	//Eragon postet    Horror     S01 E01   german Sub    [02/22] - "kopiert neu.par2" yEnc ::: //Eragon postet   Rapunzel  S02E12   german Sub  hardcodet   [02/18] - "Rapunzel S02E12 HDTV x264-LOL ger subbed.par2" yEnc	5
200	^alt\\.binaries\\.documentaries$	/^(?P<match0>#sterntuary - .+? - ".+?)([-_](proof|sample|thumbs?))*(\\.part\\d*(\\.rar)?|\\.rar|\\.7z)?(\\d{1,3}\\.rev"|\\.vol\\d+\\+\\d+\\.par2"|\\.[A-Za-z0-9]{2,4}"|")[-_\\s]{0,3}yEnc$/ui	1	//#sterntuary - Alex Jones Radio Show - "05-03-2009_INFO_BAK_ALJ.nfo" yEnc	5
201	^alt\\.binaries\\.documentaries$	/^\\(\\d+\\/(?P<match0>\\d+\\)) "((BBC|ITV) )?(?P<match1>.+?)(\\.part\\d+)?(\\.(par2|(vol.+?))"|\\.[a-z0-9]{3}"|") - \\d.+? - (\\d.+? -)? yEnc$/	1	//(08/25) "Wild Russia 5 of 6 The Secret Forest 2009.part06.rar" - 47.68 MB - 771.18 MB - yEnc ::: //(01/24) "ITV Wild Britain With Ray Mears 1 of 6 Deciduous Forest 2011.nfo" - 4.34 kB - 770.97 MB - yEnc ::: //(24/24) "BBC Great British Garden Revival 03 of 10 Cottage Gardens And House Plants 2013.vol27+22.PAR2" - 48.39 MB - 808.88 MB - yEnc	10
202	^alt\\.binaries\\.documentaries$	/^.+?\\[\\d+\\/(?P<match0>\\d+\\][-_ ]{0,3}.+?)[-_ ]{0,3}("|#34;)(?P<match1>.+?)(\\.part\\d*|\\.rar)?(\\.vol.+ \\(\\d+\\/\\d+\\) "|\\.[A-Za-z0-9]{2,4}("|#34;))[-_ ]{0,3}yEnc$/	1	//(World Air Routes - WESTJET - B737-700) [028/109] - "World Air Routes - WESTJET - B737-700.part027.rar" yEnc	15
203	^alt\\.binaries\\.documentaries$	/.*[\\(\\[]\\d+\\/(?P<match0>\\d+[\\)\\]])[-_ ]{0,3}("|#34;)(?P<match1>.+?)(\\.part\\d*|\\.rar)?(\\.vol\\d+\\+\\d+\\.par2"|\\.[A-Za-z0-9]{2,4})("|#34;)(.+?)yEnc$/i	1	//Beyond Vanilla (2010) Documentary DVDrip XviD-Uncut - (02/22) "Beyond.Vanilla.2010.Documentary.DVDrip.XviD-Uncut.par2" - yenc yEnc	20
204	^alt\\.binaries\\.documentaries$	/.*[\\(\\[]\\d+-(?P<match0>\\d+[\\)\\]])[-_ ]{0,3}("|#34;)(?P<match1>.+?)(\\.part\\d*|\\.rar)?(\\.vol\\d+\\+\\d+\\.par2"|\\.[A-Za-z0-9]{2,4}("|#34;)).+?yEnc$/i	1	//Rough Cut - Woodworking with Tommy Mac - Pilgrim Blanket Chest (1600s) DVDrip DivX - (02-17) "Rough.Cut-Woodworking.with.Tommy.Mac-Pilgrim.Blanket.Chest.1600s-DVDrip.DivX.2010.par2" - yEnc yEnc	25
205	^alt\\.binaries\\.documentaries$	/(?P<match0>.+) - [\\(\\[]\\d+(?P<match1>\\|\\d+[\\)\\]])[-_ ]{0,3}("|#34;).+?(\\.part\\d*|\\.rar)?(\\.vol\\d+\\+\\d+\\.par2"|\\.[A-Za-z0-9]{2,4}("|#34;)).+?yEnc$/i	1	//Asia This Week (NHK World, 19 & 20 July 2013) - 'Malala's movement for girls' education + Japan seeks imports from Southeast Asia - soccer players' - (02|14) - "ATW-2013-07-20.par2" yEnc ::: //Asia Biz Forecast (NHK World, 6 & 7 July 2013) - 'China: limits of growth + Japan: remote access' - (05|14) - "ABF-2013-07-07.part3.rar" yEnc	30
206	^alt\\.binaries\\.documentaries$	/(?P<match0>.+) - File \\d+ of (?P<match1>\\d+)[-_ ]{0,3}.+?(\\.part\\d*|\\.rar)?(\\.vol\\d+\\+\\d+\\.par2"|\\.[A-Za-z0-9]{2,4}).+?yEnc$/i	1	//Asia Biz Forecast (NHK World, 16-17 June 2012) - "Japan seeks energy options" - File 01 of 14  - ABF-2012-06-16.nfo  (yEnc	35
207	^alt\\.binaries\\.documentaries$	/.*"(?P<match0>.+?)(\\.part\\d*|\\.rar)?(\\.vol\\d+\\+\\d+\\.par2"|\\.[A-Za-z0-9]{2,4}")  (?P<match1>\\d+[,.]\\d+ [kKmMgG][bB]ytes) yEnc$/i	1	//Dark MatterDark Energy S02E06 - "Dark Matter_Dark Energy S02E06 - The Universe - History Channel.part1.rar"  51.0 MBytes yEnc	40
208	^alt\\.binaries\\.documentaries$	/\\(\\d+\\/(?P<match0>\\d+\\) - .+) - "(.+?)([-_](proof|sample|thumbs?))*(\\.part\\d*(\\.rar)?|\\.rar|\\.7z)?(\\d{1,3}\\.rev"|\\.vol\\d+\\+\\d+\\.par2"|\\.[A-Za-z0-9]{2,4}"|") - \\d+[.,]\\d+ [kKmMgG][bB] - yEnc$/i	1	//(35/45) - Keating Pt4 - "Keating Pt4.part34.rar" - 1.77 GB - yEnc	45
209	^alt\\.binaries\\.downunder$	/^(?P<match0>[a-zA-Z0-9]{5,}\\[)\\d+\\/\\d+\\] - ".+?" yEnc$/	1	//RWlgVffClWxD0vXT1peIwb9DubTLMiYm3nvD1aMMDe[04/16] - "A9jFik7Fk4hCG4GWuxAg.r02" yEnc	5
210	^alt\\.binaries\\.dvd$	/^(thnx to original poster )?\\[\\d+(?P<match0>\\/\\d+\\] - ".+?)(\\.part\\d*|\\.rar)?(\\.vol\\d+\\+\\d+\\.par2|\\.[A-Za-z0-9]{2,4})("| `).* yEnc$/	1	//thnx to original poster [00/98] - "2669DFKKFD2008.nzb ` 2669DFKKFD2008 " yEnc	5
211	^alt\\.binaries\\.dvd-r$	/^(?P<match0>katanxya "katanxya\\d+)/	1	//katanxya "katanxya7221.par2" yEnc	5
212	^alt\\.binaries\\.dvd-r$	/^\\[\\d+\\/\\d+\\] - "(?P<match0>[A-Z0-9](19|20)\\d\\d[01]\\d[123]\\d_\\d+\\.).+?" - \\d+[,.]\\d+ [mMkKgG][bB] yEnc$/	1	//[01/52] - "H1F3E_20130715_005.par2" - 4.59 GB yEnc	10
213	^alt\\.binaries\\.ebook$	/^New eBooks.+[ _-]{0,3}("|#34;)(?P<match0>.+?.+)\\.(par|vol|rar|nfo).*?("|#34;)/i	1	//New eBooks 8 June 2013 - "Melody Carlson - [Carter House Girls 08] - Last Dance (mobi).rar"	5
214	^alt\\.binaries\\.ebook$	/www.nzbworld.me - \\[\\d+\\/(?P<match0>\\d+\\] - ".+?)([-_](proof|sample|thumbs?))*(\\.part\\d*(\\.rar)?|\\.rar|\\.7z)?(\\d{1,3}\\.rev"|\\.vol\\d+\\+\\d+\\.par2"|\\.[A-Za-z0-9]{2,4}"|") yEnc/i	1	//(Nora Roberts)"Black Rose - Nora Roberts.epub" yEnc ::: //Rowwendees post voor u op www.nzbworld.me - [0/6] - "Animaniacs - Lights, Camera, Action!.nzb" yEnc (1/1)	10
215	^alt\\.binaries\\.ebook$	/town\\.ag.+?(download all our files with|partner of).+?www\\..+?\\.info.+? \\[\\d+\\/(?P<match0>\\d+\\] - ".+?)([-_](proof|sample|thumbs?))*(\\.part\\d*(\\.rar)?|\\.rar|\\.7z)?(\\d{1,3}\\.rev"|\\.vol\\d+\\+\\d+\\.par2"|\\.[A-Za-z0-9]{2,4}"|") - \\d+[.,]\\d+ [kKmMgG][bB] yEnc$/i	1	//<TOWN><www.town.ag > <download all our files with>>>  www.ssl-news.info <<< > [02/19] - "2013.AUG.non-fiction.NEW.releases.part.1.(PDF)-MiMESiS.part01.rar" - 1,31 GB yEnc ::: //<TOWN><www.town.ag > <partner of www.ssl-news.info > [3/3] - "Career.Secrets.Exposed.by.Gavin.F..Redelman_.RedStarResume.vol0+1.par2" - 8,16 MB yEnc	15
